agent_id,day,from,to
15493,41,arbitrage,contrarian
15493,42,contrarian,momentum
15493,43,momentum,contrarian
15493,44,contrarian,risk_averse
15493,45,risk_averse,arbitrage
15493,46,arbitrage,momentum
15493,47,momentum,contrarian
15493,49,contrarian,mean_reversion
15493,50,mean_reversion,contrarian
15493,59,contrarian,mean_reversion
15493,62,mean_reversion,contrarian
15493,64,contrarian,risk_averse
15493,65,risk_averse,mean_reversion
15493,66,mean_reversion,momentum
15493,67,momentum,risk_averse
15493,78,risk_averse,arbitrage
15493,79,arbitrage,risk_averse
15493,80,risk_averse,contrarian
15493,81,contrarian,mean_reversion
15493,82,mean_reversion,risk_averse
15493,83,risk_averse,arbitrage
15493,84,arbitrage,risk_averse
15493,85,risk_averse,momentum
15493,86,momentum,contrarian
15493,87,contrarian,arbitrage
15493,88,arbitrage,risk_averse
15493,89,risk_averse,arbitrage
15493,90,arbitrage,momentum
15493,92,momentum,mean_reversion
15493,93,mean_reversion,arbitrage
15493,94,arbitrage,momentum
15011,10,momentum,contrarian
15011,22,contrarian,risk_averse
15011,23,risk_averse,arbitrage
15011,24,arbitrage,mean_reversion
15011,25,mean_reversion,momentum
15011,26,momentum,mean_reversion
15011,30,mean_reversion,contrarian
15011,42,contrarian,momentum
15011,43,momentum,arbitrage
15011,44,arbitrage,risk_averse
15011,45,risk_averse,arbitrage
15011,46,arbitrage,mean_reversion
15011,51,mean_reversion,momentum
15011,52,momentum,mean_reversion
15011,53,mean_reversion,contrarian
15011,54,contrarian,mean_reversion
15011,56,mean_reversion,momentum
15011,57,momentum,mean_reversion
15011,58,mean_reversion,contrarian
15011,59,contrarian,momentum
15011,79,momentum,arbitrage
15011,80,arbitrage,momentum
15011,81,momentum,arbitrage
15011,82,arbitrage,risk_averse
15011,83,risk_averse,mean_reversion
15011,84,mean_reversion,momentum
15011,85,momentum,mean_reversion
15011,86,mean_reversion,momentum
15011,87,momentum,arbitrage
15011,88,arbitrage,mean_reversion
15011,89,mean_reversion,arbitrage
15011,90,arbitrage,risk_averse
15011,91,risk_averse,momentum
15011,92,momentum,arbitrage
15011,93,arbitrage,momentum
15011,94,momentum,mean_reversion
15011,95,mean_reversion,contrarian
15011,96,contrarian,mean_reversion
15011,97,mean_reversion,contrarian
15011,98,contrarian,mean_reversion
15011,99,mean_reversion,risk_averse
15891,10,momentum,arbitrage
15891,12,arbitrage,momentum
15891,22,momentum,contrarian
15891,23,contrarian,risk_averse
15891,27,risk_averse,contrarian
15891,28,contrarian,momentum
15891,29,momentum,arbitrage
15891,30,arbitrage,momentum
15891,31,momentum,mean_reversion
15891,32,mean_reversion,risk_averse
15891,33,risk_averse,momentum
15891,34,momentum,mean_reversion
15891,35,mean_reversion,momentum
15891,36,momentum,risk_averse
15891,37,risk_averse,mean_reversion
15891,38,mean_reversion,contrarian
15891,39,contrarian,mean_reversion
15891,40,mean_reversion,risk_averse
15891,45,risk_averse,mean_reversion
15891,46,mean_reversion,arbitrage
15891,51,arbitrage,mean_reversion
15891,52,mean_reversion,contrarian
15891,53,contrarian,risk_averse
15891,77,risk_averse,arbitrage
15891,78,arbitrage,mean_reversion
15891,79,mean_reversion,contrarian
15891,80,contrarian,risk_averse
15891,81,risk_averse,contrarian
15891,82,contrarian,momentum
15891,83,momentum,mean_reversion
15891,84,mean_reversion,momentum
15891,85,momentum,risk_averse
15891,86,risk_averse,contrarian
15891,87,contrarian,arbitrage
15891,88,arbitrage,momentum
15891,89,momentum,risk_averse
15891,93,risk_averse,mean_reversion
15891,94,mean_reversion,arbitrage
15891,98,arbitrage,momentum
15891,99,momentum,mean_reversion
14912,10,momentum,mean_reversion
14912,23,mean_reversion,momentum
14912,27,momentum,contrarian
14912,29,contrarian,mean_reversion
14912,30,mean_reversion,contrarian
14912,42,contrarian,risk_averse
14912,43,risk_averse,mean_reversion
14912,44,mean_reversion,risk_averse
14912,45,risk_averse,arbitrage
14912,78,arbitrage,contrarian
14912,79,contrarian,momentum
14912,80,momentum,contrarian
14912,81,contrarian,risk_averse
14912,82,risk_averse,arbitrage
14912,83,arbitrage,contrarian
14912,84,contrarian,arbitrage
14912,85,arbitrage,mean_reversion
14912,86,mean_reversion,contrarian
14912,87,contrarian,mean_reversion
14912,88,mean_reversion,arbitrage
14912,89,arbitrage,momentum
14912,90,momentum,mean_reversion
14912,91,mean_reversion,momentum
14912,92,momentum,contrarian
14912,93,contrarian,mean_reversion
14912,94,mean_reversion,risk_averse
14912,95,risk_averse,contrarian
14912,96,contrarian,arbitrage
14912,97,arbitrage,momentum
14912,98,momentum,arbitrage
14912,99,arbitrage,contrarian
15179,10,momentum,mean_reversion
15179,23,mean_reversion,momentum
15179,30,momentum,arbitrage
15179,33,arbitrage,mean_reversion
15179,35,mean_reversion,contrarian
15179,36,contrarian,risk_averse
15179,37,risk_averse,arbitrage
15179,38,arbitrage,contrarian
15179,39,contrarian,momentum
15179,40,momentum,risk_averse
15179,41,risk_averse,arbitrage
15179,43,arbitrage,momentum
15179,44,momentum,mean_reversion
15179,78,mean_reversion,contrarian
15179,79,contrarian,risk_averse
15179,80,risk_averse,arbitrage
15179,81,arbitrage,contrarian
15179,82,contrarian,mean_reversion
15179,83,mean_reversion,risk_averse
15179,84,risk_averse,contrarian
15179,85,contrarian,risk_averse
15179,86,risk_averse,momentum
15179,87,momentum,contrarian
15179,88,contrarian,risk_averse
15256,10,momentum,contrarian
15256,11,contrarian,arbitrage
15256,12,arbitrage,mean_reversion
15256,21,mean_reversion,risk_averse
15256,22,risk_averse,momentum
15256,23,momentum,risk_averse
15256,24,risk_averse,momentum
15256,27,momentum,mean_reversion
15256,30,mean_reversion,momentum
15256,31,momentum,mean_reversion
15256,32,mean_reversion,contrarian
15256,59,contrarian,mean_reversion
15256,62,mean_reversion,momentum
15256,65,momentum,mean_reversion
15256,80,mean_reversion,risk_averse
15256,81,risk_averse,mean_reversion
15256,82,mean_reversion,contrarian
15256,83,contrarian,mean_reversion
15256,84,mean_reversion,risk_averse
15256,85,risk_averse,momentum
15256,86,momentum,mean_reversion
15256,87,mean_reversion,momentum
15256,88,momentum,risk_averse
15256,89,risk_averse,momentum
15256,90,momentum,risk_averse
15256,91,risk_averse,contrarian
15256,92,contrarian,momentum
15256,93,momentum,arbitrage
15256,94,arbitrage,momentum
15256,95,momentum,contrarian
15256,96,contrarian,momentum
15256,97,momentum,risk_averse
15256,98,risk_averse,arbitrage
15256,99,arbitrage,mean_reversion
15959,10,momentum,risk_averse
15959,17,risk_averse,mean_reversion
15959,19,mean_reversion,contrarian
15959,20,contrarian,risk_averse
15959,21,risk_averse,momentum
15959,22,momentum,contrarian
15959,23,contrarian,mean_reversion
15959,24,mean_reversion,risk_averse
15959,25,risk_averse,mean_reversion
15959,26,mean_reversion,arbitrage
15959,27,arbitrage,contrarian
15959,28,contrarian,mean_reversion
15959,29,mean_reversion,arbitrage
15959,30,arbitrage,mean_reversion
15959,33,mean_reversion,contrarian
15959,34,contrarian,arbitrage
15959,35,arbitrage,risk_averse
15959,36,risk_averse,momentum
15959,37,momentum,contrarian
15959,38,contrarian,momentum
15959,39,momentum,mean_reversion
15959,40,mean_reversion,contrarian
15959,42,contrarian,risk_averse
15959,43,risk_averse,arbitrage
15959,44,arbitrage,mean_reversion
15959,45,mean_reversion,contrarian
15959,46,contrarian,mean_reversion
15959,49,mean_reversion,arbitrage
15959,50,arbitrage,risk_averse
15959,51,risk_averse,contrarian
15959,61,contrarian,arbitrage
15959,62,arbitrage,risk_averse
15959,64,risk_averse,momentum
15959,65,momentum,mean_reversion
15959,66,mean_reversion,risk_averse
15959,67,risk_averse,arbitrage
15959,79,arbitrage,contrarian
15959,80,contrarian,risk_averse
15959,81,risk_averse,mean_reversion
15959,82,mean_reversion,arbitrage
15959,83,arbitrage,momentum
15959,84,momentum,mean_reversion
15959,85,mean_reversion,risk_averse
15959,86,risk_averse,contrarian
15959,87,contrarian,risk_averse
15959,88,risk_averse,contrarian
15189,10,momentum,contrarian
15189,22,contrarian,risk_averse
15189,23,risk_averse,momentum
15189,24,momentum,arbitrage
15189,25,arbitrage,momentum
15189,29,momentum,arbitrage
15189,30,arbitrage,contrarian
15189,31,contrarian,risk_averse
15189,33,risk_averse,contrarian
15189,34,contrarian,risk_averse
15189,35,risk_averse,arbitrage
15189,36,arbitrage,risk_averse
15189,37,risk_averse,mean_reversion
15189,38,mean_reversion,momentum
15189,39,momentum,contrarian
15189,40,contrarian,arbitrage
15189,41,arbitrage,contrarian
15189,42,contrarian,risk_averse
15189,43,risk_averse,momentum
15189,44,momentum,risk_averse
15189,45,risk_averse,mean_reversion
15189,46,mean_reversion,momentum
15189,52,momentum,contrarian
15189,53,contrarian,arbitrage
15189,54,arbitrage,risk_averse
15189,55,risk_averse,contrarian
15189,56,contrarian,arbitrage
15189,57,arbitrage,risk_averse
15189,58,risk_averse,contrarian
15189,59,contrarian,momentum
15189,60,momentum,arbitrage
15189,61,arbitrage,momentum
15189,62,momentum,contrarian
15189,64,contrarian,momentum
15189,65,momentum,risk_averse
15189,66,risk_averse,momentum
15189,67,momentum,mean_reversion
15189,69,mean_reversion,arbitrage
15189,79,arbitrage,contrarian
15189,80,contrarian,momentum
15189,81,momentum,mean_reversion
15189,82,mean_reversion,contrarian
15189,83,contrarian,mean_reversion
15189,84,mean_reversion,contrarian
15189,85,contrarian,arbitrage
15189,86,arbitrage,contrarian
15189,87,contrarian,risk_averse
15189,88,risk_averse,momentum
15189,99,momentum,risk_averse
15077,10,momentum,contrarian
15077,23,contrarian,momentum
15077,29,momentum,arbitrage
15077,30,arbitrage,mean_reversion
15077,31,mean_reversion,contrarian
15077,35,contrarian,risk_averse
15077,36,risk_averse,contrarian
15077,37,contrarian,mean_reversion
15077,39,mean_reversion,risk_averse
15077,42,risk_averse,mean_reversion
15077,43,mean_reversion,arbitrage
15077,44,arbitrage,risk_averse
15077,78,risk_averse,arbitrage
15077,79,arbitrage,risk_averse
15077,80,risk_averse,arbitrage
15077,81,arbitrage,risk_averse
15077,82,risk_averse,contrarian
15077,83,contrarian,arbitrage
15077,84,arbitrage,momentum
15077,85,momentum,risk_averse
15077,86,risk_averse,momentum
15077,87,momentum,contrarian
15077,88,contrarian,momentum
15077,89,momentum,arbitrage
15077,90,arbitrage,contrarian
15077,91,contrarian,momentum
15077,92,momentum,arbitrage
15077,93,arbitrage,risk_averse
15077,94,risk_averse,momentum
15909,10,momentum,mean_reversion
15909,11,mean_reversion,arbitrage
15909,12,arbitrage,momentum
15909,27,momentum,mean_reversion
15909,28,mean_reversion,arbitrage
15909,29,arbitrage,contrarian
15909,30,contrarian,arbitrage
15909,37,arbitrage,momentum
15909,38,momentum,arbitrage
15909,39,arbitrage,momentum
15909,40,momentum,contrarian
15909,41,contrarian,mean_reversion
15909,42,mean_reversion,momentum
15909,43,momentum,arbitrage
15909,44,arbitrage,momentum
15909,45,momentum,mean_reversion
15909,46,mean_reversion,momentum
15909,49,momentum,arbitrage
15909,50,arbitrage,risk_averse
15909,51,risk_averse,contrarian
15909,59,contrarian,mean_reversion
15909,61,mean_reversion,arbitrage
15909,62,arbitrage,contrarian
15909,64,contrarian,momentum
15909,65,momentum,arbitrage
15909,66,arbitrage,risk_averse
15909,67,risk_averse,arbitrage
15909,68,arbitrage,risk_averse
15909,69,risk_averse,contrarian
15909,72,contrarian,mean_reversion
15909,76,mean_reversion,arbitrage
15909,77,arbitrage,contrarian
15909,78,contrarian,risk_averse
15909,79,risk_averse,momentum
15909,81,momentum,risk_averse
15909,82,risk_averse,contrarian
15909,86,contrarian,arbitrage
15909,88,arbitrage,momentum
15909,90,momentum,contrarian
15909,91,contrarian,risk_averse
15909,92,risk_averse,arbitrage
15909,93,arbitrage,risk_averse
15909,94,risk_averse,contrarian
15909,95,contrarian,mean_reversion
15909,96,mean_reversion,arbitrage
15909,97,arbitrage,momentum
15909,98,momentum,risk_averse
15909,99,risk_averse,contrarian
15458,10,momentum,mean_reversion
15458,11,mean_reversion,contrarian
15458,12,contrarian,momentum
15458,22,momentum,mean_reversion
15458,23,mean_reversion,arbitrage
15458,27,arbitrage,risk_averse
15458,28,risk_averse,mean_reversion
15458,29,mean_reversion,risk_averse
15458,30,risk_averse,contrarian
15458,39,contrarian,mean_reversion
15458,41,mean_reversion,risk_averse
15458,42,risk_averse,arbitrage
15458,43,arbitrage,risk_averse
15458,44,risk_averse,mean_reversion
15458,57,mean_reversion,contrarian
15458,58,contrarian,risk_averse
15458,59,risk_averse,contrarian
15458,60,contrarian,arbitrage
15458,61,arbitrage,contrarian
15458,64,contrarian,arbitrage
15458,65,arbitrage,contrarian
15458,66,contrarian,momentum
15458,67,momentum,risk_averse
15458,69,risk_averse,momentum
15458,78,momentum,risk_averse
15458,79,risk_averse,arbitrage
15458,80,arbitrage,mean_reversion
15458,81,mean_reversion,contrarian
15458,82,contrarian,arbitrage
15458,83,arbitrage,momentum
15458,84,momentum,arbitrage
15458,85,arbitrage,contrarian
15458,86,contrarian,arbitrage
15458,87,arbitrage,momentum
15458,88,momentum,mean_reversion
15458,89,mean_reversion,momentum
15458,90,momentum,arbitrage
15458,91,arbitrage,momentum
15458,92,momentum,risk_averse
15458,93,risk_averse,mean_reversion
15458,94,mean_reversion,risk_averse
15850,10,momentum,mean_reversion
15850,22,mean_reversion,risk_averse
15850,23,risk_averse,arbitrage
15850,24,arbitrage,contrarian
15850,25,contrarian,risk_averse
15850,30,risk_averse,momentum
15850,31,momentum,arbitrage
15850,32,arbitrage,contrarian
15850,44,contrarian,risk_averse
15850,54,risk_averse,contrarian
15850,59,contrarian,mean_reversion
15850,60,mean_reversion,momentum
15850,64,momentum,mean_reversion
15850,65,mean_reversion,arbitrage
15850,78,arbitrage,momentum
15850,79,momentum,mean_reversion
15850,80,mean_reversion,momentum
15850,81,momentum,mean_reversion
15850,82,mean_reversion,arbitrage
15850,83,arbitrage,contrarian
15850,84,contrarian,risk_averse
15850,85,risk_averse,momentum
15850,86,momentum,arbitrage
15850,87,arbitrage,risk_averse
15850,88,risk_averse,arbitrage
15850,89,arbitrage,risk_averse
15850,90,risk_averse,contrarian
15850,92,contrarian,risk_averse
15850,93,risk_averse,momentum
15850,94,momentum,contrarian
15850,95,contrarian,risk_averse
15850,96,risk_averse,arbitrage
15850,98,arbitrage,risk_averse
15850,99,risk_averse,momentum
15559,10,momentum,mean_reversion
15559,12,mean_reversion,risk_averse
15559,22,risk_averse,mean_reversion
15559,23,mean_reversion,momentum
15559,24,momentum,arbitrage
15559,38,arbitrage,contrarian
15559,39,contrarian,arbitrage
15559,40,arbitrage,momentum
15559,41,momentum,arbitrage
15559,42,arbitrage,mean_reversion
15559,43,mean_reversion,arbitrage
15559,44,arbitrage,mean_reversion
15559,54,mean_reversion,arbitrage
15559,57,arbitrage,momentum
15559,58,momentum,risk_averse
15559,59,risk_averse,momentum
15559,60,momentum,contrarian
15559,61,contrarian,mean_reversion
15559,62,mean_reversion,momentum
15559,64,momentum,contrarian
15559,66,contrarian,mean_reversion
15559,67,mean_reversion,risk_averse
15559,68,risk_averse,arbitrage
15559,69,arbitrage,momentum
15559,72,momentum,mean_reversion
15559,73,mean_reversion,momentum
15559,74,momentum,mean_reversion
15559,75,mean_reversion,momentum
15559,76,momentum,arbitrage
15559,79,arbitrage,momentum
15559,80,momentum,mean_reversion
15559,81,mean_reversion,risk_averse
15559,82,risk_averse,arbitrage
15559,85,arbitrage,risk_averse
15559,86,risk_averse,contrarian
15559,87,contrarian,arbitrage
15559,88,arbitrage,mean_reversion
15559,89,mean_reversion,risk_averse
15559,90,risk_averse,arbitrage
15559,92,arbitrage,contrarian
15559,93,contrarian,momentum
15559,94,momentum,arbitrage
15559,98,arbitrage,risk_averse
15559,99,risk_averse,mean_reversion
15089,10,momentum,mean_reversion
15089,22,mean_reversion,momentum
15089,23,momentum,mean_reversion
15089,24,mean_reversion,risk_averse
15089,25,risk_averse,arbitrage
15089,26,arbitrage,mean_reversion
15089,27,mean_reversion,momentum
15089,28,momentum,risk_averse
15089,29,risk_averse,momentum
15089,30,momentum,arbitrage
15089,31,arbitrage,momentum
15089,32,momentum,risk_averse
15089,33,risk_averse,contrarian
15089,34,contrarian,risk_averse
15089,35,risk_averse,mean_reversion
15089,36,mean_reversion,contrarian
15089,37,contrarian,momentum
15089,38,momentum,risk_averse
15089,39,risk_averse,contrarian
15089,40,contrarian,mean_reversion
15089,41,mean_reversion,risk_averse
15089,42,risk_averse,momentum
15089,43,momentum,contrarian
15089,44,contrarian,momentum
15089,45,momentum,risk_averse
15089,46,risk_averse,arbitrage
15089,53,arbitrage,momentum
15089,54,momentum,contrarian
15089,61,contrarian,momentum
15089,64,momentum,risk_averse
15089,65,risk_averse,momentum
15089,66,momentum,mean_reversion
15089,78,mean_reversion,momentum
15089,79,momentum,contrarian
15089,80,contrarian,mean_reversion
15089,81,mean_reversion,contrarian
15089,82,contrarian,risk_averse
15089,83,risk_averse,contrarian
15089,84,contrarian,risk_averse
15089,85,risk_averse,mean_reversion
15089,86,mean_reversion,risk_averse
15089,87,risk_averse,arbitrage
15089,88,arbitrage,momentum
15089,89,momentum,contrarian
15089,90,contrarian,momentum
15089,91,momentum,contrarian
15089,92,contrarian,risk_averse
15089,93,risk_averse,mean_reversion
15089,94,mean_reversion,arbitrage
15089,98,arbitrage,risk_averse
15089,99,risk_averse,contrarian
14952,10,momentum,contrarian
14952,23,contrarian,mean_reversion
14952,24,mean_reversion,contrarian
14952,25,contrarian,momentum
14952,26,momentum,arbitrage
14952,29,arbitrage,momentum
14952,30,momentum,mean_reversion
14952,35,mean_reversion,arbitrage
14952,36,arbitrage,contrarian
14952,37,contrarian,momentum
14952,38,momentum,risk_averse
14952,39,risk_averse,arbitrage
14952,40,arbitrage,risk_averse
14952,41,risk_averse,contrarian
14952,44,contrarian,risk_averse
14952,54,risk_averse,momentum
14952,55,momentum,mean_reversion
14952,56,mean_reversion,momentum
14952,57,momentum,mean_reversion
14952,58,mean_reversion,risk_averse
14952,59,risk_averse,mean_reversion
14952,60,mean_reversion,arbitrage
14952,61,arbitrage,risk_averse
14952,78,risk_averse,momentum
14952,79,momentum,contrarian
14952,80,contrarian,risk_averse
14952,81,risk_averse,arbitrage
14952,82,arbitrage,momentum
14952,83,momentum,arbitrage
14952,84,arbitrage,risk_averse
14952,85,risk_averse,contrarian
14952,86,contrarian,momentum
14952,87,momentum,arbitrage
14952,88,arbitrage,contrarian
14952,89,contrarian,mean_reversion
14952,90,mean_reversion,contrarian
14952,91,contrarian,arbitrage
14952,92,arbitrage,risk_averse
14952,93,risk_averse,momentum
14952,94,momentum,contrarian
14952,95,contrarian,arbitrage
14952,96,arbitrage,mean_reversion
14952,97,mean_reversion,risk_averse
14952,98,risk_averse,mean_reversion
14952,99,mean_reversion,contrarian
15886,10,momentum,contrarian
15886,22,contrarian,arbitrage
15886,23,arbitrage,contrarian
15886,24,contrarian,risk_averse
15886,25,risk_averse,momentum
15886,26,momentum,risk_averse
15886,27,risk_averse,contrarian
15886,28,contrarian,mean_reversion
15886,29,mean_reversion,momentum
15886,30,momentum,mean_reversion
15886,31,mean_reversion,contrarian
15886,36,contrarian,arbitrage
15886,39,arbitrage,momentum
15886,42,momentum,contrarian
15886,43,contrarian,mean_reversion
15886,44,mean_reversion,contrarian
15886,61,contrarian,arbitrage
15886,62,arbitrage,risk_averse
15886,63,risk_averse,contrarian
15886,64,contrarian,mean_reversion
15886,65,mean_reversion,contrarian
15886,66,contrarian,momentum
15886,67,momentum,mean_reversion
15886,68,mean_reversion,arbitrage
15886,69,arbitrage,risk_averse
15886,73,risk_averse,arbitrage
15886,74,arbitrage,risk_averse
15886,76,risk_averse,contrarian
15886,77,contrarian,risk_averse
15886,78,risk_averse,contrarian
15886,79,contrarian,mean_reversion
15886,80,mean_reversion,contrarian
15886,81,contrarian,mean_reversion
15886,82,mean_reversion,risk_averse
15886,83,risk_averse,arbitrage
15886,84,arbitrage,risk_averse
15886,85,risk_averse,mean_reversion
15886,86,mean_reversion,contrarian
15886,87,contrarian,risk_averse
15886,88,risk_averse,arbitrage
15886,89,arbitrage,momentum
15886,90,momentum,mean_reversion
15886,91,mean_reversion,contrarian
15886,92,contrarian,mean_reversion
15886,93,mean_reversion,contrarian
15886,94,contrarian,arbitrage
15886,95,arbitrage,risk_averse
15886,96,risk_averse,contrarian
15886,97,contrarian,momentum
15886,98,momentum,arbitrage
15886,99,arbitrage,risk_averse
15002,10,momentum,mean_reversion
15002,23,mean_reversion,contrarian
15002,24,contrarian,momentum
15002,25,momentum,risk_averse
15002,26,risk_averse,contrarian
15002,27,contrarian,mean_reversion
15002,28,mean_reversion,contrarian
15002,29,contrarian,mean_reversion
15002,30,mean_reversion,arbitrage
15002,38,arbitrage,risk_averse
15002,39,risk_averse,arbitrage
15002,40,arbitrage,risk_averse
15002,41,risk_averse,mean_reversion
15002,42,mean_reversion,contrarian
15002,43,contrarian,arbitrage
15002,44,arbitrage,risk_averse
15002,54,risk_averse,arbitrage
15002,56,arbitrage,contrarian
15002,57,contrarian,arbitrage
15002,58,arbitrage,momentum
15002,59,momentum,mean_reversion
15002,60,mean_reversion,risk_averse
15002,61,risk_averse,contrarian
15002,62,contrarian,mean_reversion
15002,64,mean_reversion,momentum
15002,65,momentum,mean_reversion
15002,66,mean_reversion,momentum
15002,67,momentum,contrarian
15002,75,contrarian,arbitrage
15002,78,arbitrage,momentum
15002,79,momentum,risk_averse
15002,81,risk_averse,mean_reversion
15002,85,mean_reversion,arbitrage
15002,86,arbitrage,mean_reversion
15002,87,mean_reversion,risk_averse
15002,88,risk_averse,arbitrage
15002,89,arbitrage,risk_averse
15002,90,risk_averse,arbitrage
15002,91,arbitrage,momentum
15002,92,momentum,risk_averse
15002,93,risk_averse,momentum
15002,94,momentum,arbitrage
15002,95,arbitrage,momentum
15002,96,momentum,mean_reversion
15002,99,mean_reversion,contrarian
15677,10,momentum,contrarian
15677,22,contrarian,momentum
15677,23,momentum,arbitrage
15677,24,arbitrage,contrarian
15677,25,contrarian,risk_averse
15677,29,risk_averse,arbitrage
15677,30,arbitrage,momentum
15677,31,momentum,mean_reversion
15677,32,mean_reversion,risk_averse
15677,33,risk_averse,mean_reversion
15677,34,mean_reversion,risk_averse
15677,35,risk_averse,contrarian
15677,36,contrarian,arbitrage
15677,37,arbitrage,momentum
15677,38,momentum,risk_averse
15677,39,risk_averse,mean_reversion
15677,40,mean_reversion,arbitrage
15677,41,arbitrage,momentum
15677,42,momentum,arbitrage
15677,43,arbitrage,momentum
15677,44,momentum,risk_averse
15677,45,risk_averse,mean_reversion
15677,54,mean_reversion,momentum
15677,55,momentum,mean_reversion
15677,56,mean_reversion,arbitrage
15677,57,arbitrage,mean_reversion
15677,58,mean_reversion,contrarian
15677,59,contrarian,risk_averse
15677,60,risk_averse,mean_reversion
15677,61,mean_reversion,arbitrage
15677,62,arbitrage,momentum
15677,78,momentum,arbitrage
15677,79,arbitrage,mean_reversion
15677,80,mean_reversion,contrarian
15677,81,contrarian,mean_reversion
15677,82,mean_reversion,risk_averse
15677,83,risk_averse,contrarian
15677,84,contrarian,arbitrage
15677,85,arbitrage,contrarian
15677,86,contrarian,arbitrage
15677,87,arbitrage,momentum
15677,88,momentum,risk_averse
15677,89,risk_averse,mean_reversion
15677,90,mean_reversion,momentum
15677,91,momentum,contrarian
15677,92,contrarian,arbitrage
15677,93,arbitrage,mean_reversion
15677,94,mean_reversion,contrarian
15677,95,contrarian,arbitrage
15677,96,arbitrage,contrarian
15677,97,contrarian,momentum
15677,98,momentum,mean_reversion
15677,99,mean_reversion,risk_averse
15138,10,momentum,risk_averse
15138,20,risk_averse,arbitrage
15138,21,arbitrage,contrarian
15138,22,contrarian,arbitrage
15138,23,arbitrage,mean_reversion
15138,24,mean_reversion,risk_averse
15138,25,risk_averse,mean_reversion
15138,26,mean_reversion,contrarian
15138,27,contrarian,momentum
15138,28,momentum,risk_averse
15138,29,risk_averse,arbitrage
15138,30,arbitrage,momentum
15138,33,momentum,arbitrage
15138,34,arbitrage,contrarian
15138,35,contrarian,risk_averse
15138,36,risk_averse,mean_reversion
15138,37,mean_reversion,momentum
15138,38,momentum,contrarian
15138,39,contrarian,momentum
15138,40,momentum,contrarian
15138,41,contrarian,arbitrage
15138,43,arbitrage,risk_averse
15138,44,risk_averse,arbitrage
15138,45,arbitrage,contrarian
15138,59,contrarian,arbitrage
15138,62,arbitrage,risk_averse
15138,64,risk_averse,momentum
15138,65,momentum,contrarian
15138,66,contrarian,momentum
15138,67,momentum,mean_reversion
15138,73,mean_reversion,momentum
15138,74,momentum,contrarian
15138,77,contrarian,arbitrage
15138,78,arbitrage,contrarian
15138,79,contrarian,momentum
15138,80,momentum,mean_reversion
15138,81,mean_reversion,contrarian
15138,82,contrarian,risk_averse
15138,83,risk_averse,mean_reversion
15138,84,mean_reversion,arbitrage
15138,85,arbitrage,contrarian
15138,86,contrarian,arbitrage
15138,87,arbitrage,mean_reversion
15138,88,mean_reversion,momentum
15138,89,momentum,arbitrage
15138,90,arbitrage,momentum
15138,91,momentum,mean_reversion
15138,92,mean_reversion,contrarian
15138,93,contrarian,momentum
15138,94,momentum,risk_averse
15138,98,risk_averse,contrarian
15785,10,momentum,mean_reversion
15785,22,mean_reversion,risk_averse
15785,23,risk_averse,momentum
15785,33,momentum,contrarian
15785,34,contrarian,risk_averse
15785,35,risk_averse,momentum
15785,36,momentum,contrarian
15785,37,contrarian,mean_reversion
15785,38,mean_reversion,arbitrage
15785,39,arbitrage,contrarian
15785,40,contrarian,mean_reversion
15785,41,mean_reversion,momentum
15785,42,momentum,contrarian
15785,43,contrarian,risk_averse
15785,44,risk_averse,contrarian
15785,45,contrarian,risk_averse
15785,79,risk_averse,mean_reversion
15785,80,mean_reversion,risk_averse
15785,81,risk_averse,momentum
15785,82,momentum,arbitrage
15785,83,arbitrage,risk_averse
15785,84,risk_averse,mean_reversion
15785,85,mean_reversion,risk_averse
15785,86,risk_averse,arbitrage
15785,87,arbitrage,momentum
15785,88,momentum,arbitrage
15785,89,arbitrage,risk_averse
15785,90,risk_averse,arbitrage
15785,91,arbitrage,risk_averse
15785,92,risk_averse,mean_reversion
15785,93,mean_reversion,risk_averse
15785,94,risk_averse,arbitrage
15785,95,arbitrage,mean_reversion
15785,96,mean_reversion,contrarian
15013,10,momentum,mean_reversion
15013,11,mean_reversion,contrarian
15013,12,contrarian,momentum
15013,22,momentum,arbitrage
15013,23,arbitrage,mean_reversion
15013,27,mean_reversion,momentum
15013,28,momentum,mean_reversion
15013,29,mean_reversion,contrarian
15013,30,contrarian,momentum
15013,31,momentum,risk_averse
15013,32,risk_averse,momentum
15013,33,momentum,risk_averse
15013,34,risk_averse,mean_reversion
15013,35,mean_reversion,contrarian
15013,36,contrarian,risk_averse
15013,37,risk_averse,contrarian
15013,38,contrarian,risk_averse
15013,39,risk_averse,momentum
15013,40,momentum,mean_reversion
15013,41,mean_reversion,contrarian
15013,42,contrarian,mean_reversion
15013,43,mean_reversion,risk_averse
15013,44,risk_averse,contrarian
15013,45,contrarian,mean_reversion
15013,59,mean_reversion,momentum
15013,78,momentum,contrarian
15013,79,contrarian,risk_averse
15013,80,risk_averse,contrarian
15013,81,contrarian,momentum
15013,82,momentum,contrarian
15013,83,contrarian,arbitrage
15013,84,arbitrage,momentum
15013,85,momentum,arbitrage
15013,86,arbitrage,risk_averse
15013,87,risk_averse,contrarian
15013,88,contrarian,risk_averse
15013,89,risk_averse,arbitrage
15013,90,arbitrage,risk_averse
15013,91,risk_averse,momentum
15013,92,momentum,risk_averse
15013,93,risk_averse,momentum
15013,94,momentum,mean_reversion
15013,95,mean_reversion,arbitrage
15013,96,arbitrage,momentum
